,sentences,entities,search_text
518,HQ00110 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""HQ00110"" → CellLine (0.9866)]","['HQ00110', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
519,80T is fibroblast.,[],"['80T', 'is', 'fibroblast.']"
520,80T cell line belongs to the category of Finite cell line.,"[Span[0:1]: ""80T"" → CellLine (0.9960)]","['80T', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
521,GM05321 represents a skin fibroblast.,[],"['GM05321', 'represents', 'a', 'skin', 'fibroblast.']"
522,The Finite cell line includes 80T.,[],"['The', 'Finite', 'cell', 'line', 'includes', '80T.']"
523,fibroblast is the cell type for 80T.,[],"['fibroblast', 'is', 'the', 'cell', 'type', 'for', '80T.']"
524,GM07339 is a type of Transformed cell line.,[],"['GM07339', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
525,The donor of DA03820 has Type 2 Diabetes.,[],"['The', 'donor', 'of', 'DA03820', 'has', 'Type', '2', 'Diabetes.']"
526,DA03820 is a type of Transformed cell line.,[],"['DA03820', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
527,A patient of Amyotrophic Lateral Sclerosis contributed to ND14707.,[],"['A', 'patient', 'of', 'Amyotrophic', 'Lateral', 'Sclerosis', 'contributed', 'to', 'ND14707.']"
528,portion of blood is the origin of the DA03820.,[],"['portion', 'of', 'blood', 'is', 'the', 'origin', 'of', 'the', 'DA03820.']"
529,Epstein-Barr virus EBV is the transformant in the DA03820 cell line.,[],"['Epstein-Barr', 'virus', 'EBV', 'is', 'the', 'transformant', 'in', 'the', 'DA03820', 'cell', 'line.']"
530,GRC#1165 was derived from arm skin.,[],"['GRC#1165', 'was', 'derived', 'from', 'arm', 'skin.']"
531,The DA03820 cell line contains human gammaherpesvirus 4 as a transformant.,[],"['The', 'DA03820', 'cell', 'line', 'contains', 'human', 'gammaherpesvirus', '4', 'as', 'a', 'transformant.']"
532,DA03820 was derived from vertebrate blood.,[],"['DA03820', 'was', 'derived', 'from', 'vertebrate', 'blood.']"
533,The Kirsten murine sarcoma virus transformed KHOS-312H.,"[Span[6:7]: ""KHOS-312H"" → CellLine (0.9999)]","['The', 'Kirsten', 'murine', 'sarcoma', 'virus', 'transformed', 'KHOS-312H.']"
534,DA03820 cell line belongs to the category of Transformed cell line.,[],"['DA03820', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
535,The donor of DA03820 has Type 2 Diabetes Mellitus Non-Insulin Dependent.,[],"['The', 'donor', 'of', 'DA03820', 'has', 'Type', '2', 'Diabetes', 'Mellitus', 'Non-Insulin', 'Dependent.']"
536,M059K is a type of Cancer cell line.,"[Span[5:8]: ""Cancer cell line"" → CellLine (0.9999)]","['M059K', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
537,A patient of Glycogen Storage Disease Type IX contributed to GM19696.,[],"['A', 'patient', 'of', 'Glycogen', 'Storage', 'Disease', 'Type', 'IX', 'contributed', 'to', 'GM19696.']"
538,vertebrate blood is the origin of the GM19696.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM19696.']"
539,The donor of GM20310 has Glycogen Storage Disease Type II.,[],"['The', 'donor', 'of', 'GM20310', 'has', 'Glycogen', 'Storage', 'Disease', 'Type', 'II.']"
540,A patient of Glycogen storage disease due to phosphorylase kinase deficiency contributed to GM19696.,[],"['A', 'patient', 'of', 'Glycogen', 'storage', 'disease', 'due', 'to', 'phosphorylase', 'kinase', 'deficiency', 'contributed', 'to', 'GM19696.']"
541,Human herpesvirus 4 is the transformant in the GM19696 cell line.,[],"['Human', 'herpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', 'GM19696', 'cell', 'line.']"
542,GM05918 comes from a patient with Depression.,[],"['GM05918', 'comes', 'from', 'a', 'patient', 'with', 'Depression.']"
543,GM19696 was derived from portion of blood.,[],"['GM19696', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
544,The GM19696 cell line contains Epstein-Barr virus as a transformant.,[],"['The', 'GM19696', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'as', 'a', 'transformant.']"
545,entire skin is the origin of the SF8428.,[],"['entire', 'skin', 'is', 'the', 'origin', 'of', 'the', 'SF8428.']"
546,The human gammaherpesvirus 4 transformed GM19696.,[],"['The', 'human', 'gammaherpesvirus', '4', 'transformed', 'GM19696.']"
547,A patient of Glycogen storage disease due to phosphorylase kinase deficiency contributed to GM19696.,[],"['A', 'patient', 'of', 'Glycogen', 'storage', 'disease', 'due', 'to', 'phosphorylase', 'kinase', 'deficiency', 'contributed', 'to', 'GM19696.']"
548,Kirsten murine sarcoma virus is the transformant in the KHOS312H cell line.,"[Span[9:10]: ""KHOS312H"" → CellLine (1.0000)]","['Kirsten', 'murine', 'sarcoma', 'virus', 'is', 'the', 'transformant', 'in', 'the', 'KHOS312H', 'cell', 'line.']"
549,GM19696 is a type of Transformed cell line.,[],"['GM19696', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
550,The Epstein-Barr virus EBV transformed GM19696.,[],"['The', 'Epstein-Barr', 'virus', 'EBV', 'transformed', 'GM19696.']"
551,GM 09811 is a type of Finite cell line.,[],"['GM', '09811', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
552,The donor of ND06861 has Parkinson Disease.,[],"['The', 'donor', 'of', 'ND06861', 'has', 'Parkinson', 'Disease.']"
553,ND06861 is a type of Transformed cell line.,[],"['ND06861', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
554,The donor of  KPLRY has B Acute Lymphoblastic Leukemia with KMT2A Rearrangement.,[],"['The', 'donor', 'of', '', 'KPLRY', 'has', 'B', 'Acute', 'Lymphoblastic', 'Leukemia', 'with', 'KMT2A', 'Rearrangement.']"
555,ND06861 was derived from vertebrate blood.,[],"['ND06861', 'was', 'derived', 'from', 'vertebrate', 'blood.']"
556,Human herpesvirus 4 (Epstein-Barr virus) is the transformant in the ND06861 cell line.,"[Span[12:13]: ""ND06861"" → CellLine (0.9900)]","['Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'is', 'the', 'transformant', 'in', 'the', 'ND06861', 'cell', 'line.']"
557,entire skin is the origin of the iPS-17b.,[],"['entire', 'skin', 'is', 'the', 'origin', 'of', 'the', 'iPS-17b.']"
558,The Human herpesvirus 4 transformed ND06861.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', 'ND06861.']"
559,ND06861 was derived from blood.,[],"['ND06861', 'was', 'derived', 'from', 'blood.']"
560,The  SKG3B cell line contains Human papillomavirus - 16 as a transformant.,"[Span[1:2]: ""SKG3B"" → CellLine (0.9988)]","['The', '', 'SKG3B', 'cell', 'line', 'contains', 'Human', 'papillomavirus', '-', '16', 'as', 'a', 'transformant.']"
561,The Transformed cell line includes ND06861.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND06861.']"
562,Epstein Barr virus is the transformant in the ND06861 cell line.,"[Span[8:9]: ""ND06861"" → CellLine (0.9967)]","['Epstein', 'Barr', 'virus', 'is', 'the', 'transformant', 'in', 'the', 'ND06861', 'cell', 'line.']"
563,AG10390 is a type of Finite cell line.,[],"['AG10390', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
564,HQ00829 was derived from blood.,[],"['HQ00829', 'was', 'derived', 'from', 'blood.']"
565,The HQ00829 cell line contains Human herpesvirus type 4 as a transformant.,"[Span[1:2]: ""HQ00829"" → CellLine (0.9965)]","['The', 'HQ00829', 'cell', 'line', 'contains', 'Human', 'herpesvirus', 'type', '4', 'as', 'a', 'transformant.']"
566,skin of body is the origin of the Hs 740.Sk.,[],"['skin', 'of', 'body', 'is', 'the', 'origin', 'of', 'the', 'Hs', '740.Sk.']"
567,The HQ00829 cell line contains Epstein-Barr virus as a transformant.,"[Span[1:2]: ""HQ00829"" → CellLine (0.9982)]","['The', 'HQ00829', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'as', 'a', 'transformant.']"
568,HQ00829 was derived from portion of blood.,[],"['HQ00829', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
569,Polyomavirus maccacae 1 is the transformant in the AC16 [Human hybrid cardiomyocyte] cell line.,"[Span[8:9]: ""AC16"" → CellLine (1.0000)]","['Polyomavirus', 'maccacae', '1', 'is', 'the', 'transformant', 'in', 'the', 'AC16', '[Human', 'hybrid', 'cardiomyocyte]', 'cell', 'line.']"
570,HQ00829 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""HQ00829"" → CellLine (0.9957)]","['HQ00829', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
571,The HQ00829 cell line contains human gammaherpesvirus 4 as a transformant.,"[Span[1:2]: ""HQ00829"" → CellLine (0.9974)]","['The', 'HQ00829', 'cell', 'line', 'contains', 'human', 'gammaherpesvirus', '4', 'as', 'a', 'transformant.']"
572,The Finite cell line includes GM07209.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM07209.']"
573,blood is the origin of the GM07132.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'GM07132.']"
574,The Epstein-Barr virus EBV transformed GM07132.,[],"['The', 'Epstein-Barr', 'virus', 'EBV', 'transformed', 'GM07132.']"
575,GM10462 was derived from funiculus umbilicalis.,[],"['GM10462', 'was', 'derived', 'from', 'funiculus', 'umbilicalis.']"
576,The GM07132 cell line contains Epstein-Barr virus EBV as a transformant.,[],"['The', 'GM07132', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'EBV', 'as', 'a', 'transformant.']"
577,GM07132 was derived from portion of blood.,[],"['GM07132', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
578,The Human T-lymphotropic virus type 1 transformed CB57/C91PL.,[],"['The', 'Human', 'T-lymphotropic', 'virus', 'type', '1', 'transformed', 'CB57/C91PL.']"
579,The Transformed cell line includes GM07132.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM07132.']"
580,The Epstein Barr virus transformed GM07132.,[],"['The', 'Epstein', 'Barr', 'virus', 'transformed', 'GM07132.']"
581,HF 358.We cell line belongs to the category of Finite cell line.,[],"['HF', '358.We', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
582,The donor of JHU-013 has Squamous Cell Carcinoma of Hypopharynx.,[],"['The', 'donor', 'of', 'JHU-013', 'has', 'Squamous', 'Cell', 'Carcinoma', 'of', 'Hypopharynx.']"
583,The Cancer cell line includes JHU 013.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:7]: ""JHU 013"" → CellLine (0.9999)]","['The', 'Cancer', 'cell', 'line', 'includes', 'JHU', '013.']"
584,The donor of AU10171 has Autism Spectrum Disorder.,[],"['The', 'donor', 'of', 'AU10171', 'has', 'Autism', 'Spectrum', 'Disorder.']"
585,The donor of JHU-013 has Squamous cell carcinoma of the hypopharynx.,[],"['The', 'donor', 'of', 'JHU-013', 'has', 'Squamous', 'cell', 'carcinoma', 'of', 'the', 'hypopharynx.']"
586, O13 is sourced from hypopharynx.,[],"['', 'O13', 'is', 'sourced', 'from', 'hypopharynx.']"
587,The donor of ND01353 has Parkinson Disease.,[],"['The', 'donor', 'of', 'ND01353', 'has', 'Parkinson', 'Disease.']"
588,JHU-013 was derived from laryngopharynx.,"[Span[0:1]: ""JHU-013"" → CellLine (0.9957)]","['JHU-013', 'was', 'derived', 'from', 'laryngopharynx.']"
589, O13 comes from a patient with Squamous cell carcinoma of the hypopharynx.,[],"['', 'O13', 'comes', 'from', 'a', 'patient', 'with', 'Squamous', 'cell', 'carcinoma', 'of', 'the', 'hypopharynx.']"
590,DA05456 was derived from blood.,[],"['DA05456', 'was', 'derived', 'from', 'blood.']"
591, O13 is a type of Cancer cell line.,"[Span[0:1]: ""O13"" → CellLine (0.9992), Span[5:8]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'O13', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
592, JHU013 comes from a patient with Squamous cell carcinoma of the hypopharynx.,[],"['', 'JHU013', 'comes', 'from', 'a', 'patient', 'with', 'Squamous', 'cell', 'carcinoma', 'of', 'the', 'hypopharynx.']"
593,The Transformed cell line includes DA01688.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'DA01688.']"
594,GM19173 was derived from blood.,[],"['GM19173', 'was', 'derived', 'from', 'blood.']"
595,The GM19173 cell line contains Human herpesvirus 4 (Epstein-Barr virus) as a transformant.,[],"['The', 'GM19173', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'as', 'a', 'transformant.']"
596, O13 is sourced from hypopharynx.,[],"['', 'O13', 'is', 'sourced', 'from', 'hypopharynx.']"
597,The Human herpesvirus type 4 transformed GM19173.,[],"['The', 'Human', 'herpesvirus', 'type', '4', 'transformed', 'GM19173.']"
598,GM19173 cell line belongs to the category of Transformed cell line.,[],"['GM19173', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
599,The AC16 [Human hybrid cardiomyocyte] cell line contains Polyomavirus maccacae as a transformant.,"[Span[1:2]: ""AC16"" → CellLine (0.9996)]","['The', 'AC16', '[Human', 'hybrid', 'cardiomyocyte]', 'cell', 'line', 'contains', 'Polyomavirus', 'maccacae', 'as', 'a', 'transformant.']"
600,GM19173 cell line belongs to the category of Transformed cell line.,[],"['GM19173', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
601,GM19173 was derived from portion of blood.,[],"['GM19173', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
602,H1915 cell line belongs to the category of Cancer cell line.,"[Span[0:1]: ""H1915"" → CellLine (0.9999), Span[8:11]: ""Cancer cell line"" → CellLine (0.9999)]","['H1915', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
603,A patient of Ischemic Cerebrovascular Accident contributed to ND02598.,[],"['A', 'patient', 'of', 'Ischemic', 'Cerebrovascular', 'Accident', 'contributed', 'to', 'ND02598.']"
604,The Epstein-Barr virus EBV transformed ND02598.,[],"['The', 'Epstein-Barr', 'virus', 'EBV', 'transformed', 'ND02598.']"
605,A patient of Amyotrophic lateral sclerosis contributed to ND14141.,[],"['A', 'patient', 'of', 'Amyotrophic', 'lateral', 'sclerosis', 'contributed', 'to', 'ND14141.']"
606,ND02598 is sourced from portion of blood.,[],"['ND02598', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
607,Epstein Barr virus is the transformant in the ND02598 cell line.,"[Span[8:9]: ""ND02598"" → CellLine (0.9843)]","['Epstein', 'Barr', 'virus', 'is', 'the', 'transformant', 'in', 'the', 'ND02598', 'cell', 'line.']"
608,zone of skin of shoulder is the origin of the GM00783.,[],"['zone', 'of', 'skin', 'of', 'shoulder', 'is', 'the', 'origin', 'of', 'the', 'GM00783.']"
609,The Epstein-Barr virus EBV transformed ND02598.,[],"['The', 'Epstein-Barr', 'virus', 'EBV', 'transformed', 'ND02598.']"
610,A patient of Ischemic stroke contributed to ND02598.,[],"['A', 'patient', 'of', 'Ischemic', 'stroke', 'contributed', 'to', 'ND02598.']"
611,The v-Myc transformed HB1.F3.,[],"['The', 'v-Myc', 'transformed', 'HB1.F3.']"
612,The Transformed cell line includes ND02598.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND02598.']"
613,A patient of Ischemic stroke contributed to ND02598.,[],"['A', 'patient', 'of', 'Ischemic', 'stroke', 'contributed', 'to', 'ND02598.']"
614,The Cancer cell line includes KHOS312H.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:6]: ""KHOS312H"" → CellLine (1.0000)]","['The', 'Cancer', 'cell', 'line', 'includes', 'KHOS312H.']"
615,The donor of GM07831 has Cystic Fibrosis.,[],"['The', 'donor', 'of', 'GM07831', 'has', 'Cystic', 'Fibrosis.']"
616,Epstein Barr virus is the transformant in the GM07831 cell line.,[],"['Epstein', 'Barr', 'virus', 'is', 'the', 'transformant', 'in', 'the', 'GM07831', 'cell', 'line.']"
617,A patient of Morbid Obesity contributed to GM14280.,[],"['A', 'patient', 'of', 'Morbid', 'Obesity', 'contributed', 'to', 'GM14280.']"
618,A patient of Cystic fibrosis contributed to GM07831.,[],"['A', 'patient', 'of', 'Cystic', 'fibrosis', 'contributed', 'to', 'GM07831.']"
619,vertebrate blood is the origin of the GM07831.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM07831.']"
620,The donor of DA00196 has Non-Insulin Dependent Diabetes Mellitus.,[],"['The', 'donor', 'of', 'DA00196', 'has', 'Non-Insulin', 'Dependent', 'Diabetes', 'Mellitus.']"
621,vertebrate blood is the origin of the GM07831.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM07831.']"
622,The Epstein Barr virus transformed GM07831.,[],"['The', 'Epstein', 'Barr', 'virus', 'transformed', 'GM07831.']"
623,COLO-680N is sourced from oesophagus.,[],"['COLO-680N', 'is', 'sourced', 'from', 'oesophagus.']"
624,The Epstein-Barr virus transformed GM07831.,[],"['The', 'Epstein-Barr', 'virus', 'transformed', 'GM07831.']"
625,The donor of GM07831 has Cystic Fibrosis.,[],"['The', 'donor', 'of', 'GM07831', 'has', 'Cystic', 'Fibrosis.']"
626,The HKB-11 cell line contains Human mastadenovirus 5 as a transformant.,"[Span[1:2]: ""HKB-11"" → CellLine (0.9999)]","['The', 'HKB-11', 'cell', 'line', 'contains', 'Human', 'mastadenovirus', '5', 'as', 'a', 'transformant.']"
627,GM07831 cell line belongs to the category of Transformed cell line.,[],"['GM07831', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
628,GM07831 was derived from vertebrate blood.,[],"['GM07831', 'was', 'derived', 'from', 'vertebrate', 'blood.']"
629, GRC#0298 cell line belongs to the category of Finite cell line.,[],"['', 'GRC#0298', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
630,"A patient of Spondyloepimetaphyseal Dysplasia, Sponastrime Type contributed to GM11813.",[],"['A', 'patient', 'of', 'Spondyloepimetaphyseal', 'Dysplasia,', 'Sponastrime', 'Type', 'contributed', 'to', 'GM11813.']"
631,The Transformed cell line includes GM11813.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM11813.']"
632,The donor of GM13786 has Hereditary Female Breast Carcinoma.,[],"['The', 'donor', 'of', 'GM13786', 'has', 'Hereditary', 'Female', 'Breast', 'Carcinoma.']"
633,The donor of GM11813 has SPONASTRIME dysplasia.,[],"['The', 'donor', 'of', 'GM11813', 'has', 'SPONASTRIME', 'dysplasia.']"
634,GM11813 cell line belongs to the category of Transformed cell line.,[],"['GM11813', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
635,A patient of Argininosuccinic aciduria contributed to GM0525.,[],"['A', 'patient', 'of', 'Argininosuccinic', 'aciduria', 'contributed', 'to', 'GM0525.']"
636,vertebrate blood is the origin of the GM11813.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'GM11813.']"
637,The GM11813 cell line contains Epstein Barr virus as a transformant.,[],"['The', 'GM11813', 'cell', 'line', 'contains', 'Epstein', 'Barr', 'virus', 'as', 'a', 'transformant.']"
638,entire skin is the origin of the IST-MEL2.,[],"['entire', 'skin', 'is', 'the', 'origin', 'of', 'the', 'IST-MEL2.']"
639,The GM11813 cell line contains Epstein-Barr virus as a transformant.,[],"['The', 'GM11813', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'as', 'a', 'transformant.']"
640,"GM11813 comes from a patient with Spondyloepimetaphyseal Dysplasia, Sponastrime Type.",[],"['GM11813', 'comes', 'from', 'a', 'patient', 'with', 'Spondyloepimetaphyseal', 'Dysplasia,', 'Sponastrime', 'Type.']"
641,The Rhesus macaque polyomavirus transformed AC16 [Human hybrid cardiomyocyte].,"[Span[5:6]: ""AC16"" → CellLine (0.9999)]","['The', 'Rhesus', 'macaque', 'polyomavirus', 'transformed', 'AC16', '[Human', 'hybrid', 'cardiomyocyte].']"
642,GM11813 is a type of Transformed cell line.,[],"['GM11813', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
643,A patient of SPONASTRIME dysplasia contributed to GM11813.,[],"['A', 'patient', 'of', 'SPONASTRIME', 'dysplasia', 'contributed', 'to', 'GM11813.']"
644,The Finite cell line includes AG10390.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'AG10390.']"
645,The donor of GM09494 has Osteogenesis Imperfecta Type II.,[],"['The', 'donor', 'of', 'GM09494', 'has', 'Osteogenesis', 'Imperfecta', 'Type', 'II.']"
646,GM09494 cell line belongs to the category of Finite cell line.,[],"['GM09494', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
647,The donor of ND09599 has Amyotrophic lateral sclerosis.,[],"['The', 'donor', 'of', 'ND09599', 'has', 'Amyotrophic', 'lateral', 'sclerosis.']"
648,A patient of Osteogenesis imperfecta type 2 contributed to GM09494.,[],"['A', 'patient', 'of', 'Osteogenesis', 'imperfecta', 'type', '2', 'contributed', 'to', 'GM09494.']"
649,The Finite cell line includes GM09494.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM09494.']"
650,The donor of SJSA1 has Osteosarcoma.,[],"['The', 'donor', 'of', 'SJSA1', 'has', 'Osteosarcoma.']"
651,GM09494 was derived from late embryo.,[],"['GM09494', 'was', 'derived', 'from', 'late', 'embryo.']"
652,A patient of Osteogenesis imperfecta type 2 contributed to GM09494.,[],"['A', 'patient', 'of', 'Osteogenesis', 'imperfecta', 'type', '2', 'contributed', 'to', 'GM09494.']"
653,ND11326 was derived from portion of blood.,[],"['ND11326', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
654,GM09494 is fibroblast.,[],"['GM09494', 'is', 'fibroblast.']"
655,GM09494 is sourced from late embryo.,[],"['GM09494', 'is', 'sourced', 'from', 'late', 'embryo.']"
656, GM0983 is skin fibroblast.,[],"['', 'GM0983', 'is', 'skin', 'fibroblast.']"
657,The Finite cell line includes GM09494.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM09494.']"
658,late embryo is the origin of the GM09494.,[],"['late', 'embryo', 'is', 'the', 'origin', 'of', 'the', 'GM09494.']"
659,DA05413 is a type of Transformed cell line.,[],"['DA05413', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
660,vertebrate blood is the origin of the ND13843.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'ND13843.']"
661,ND13843 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""ND13843"" → CellLine (0.9884)]","['ND13843', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
662,2F7 was derived from lymph node.,[],"['2F7', 'was', 'derived', 'from', 'lymph', 'node.']"
663,The ND13843 cell line contains Epstein Barr virus as a transformant.,"[Span[1:2]: ""ND13843"" → CellLine (0.9969)]","['The', 'ND13843', 'cell', 'line', 'contains', 'Epstein', 'Barr', 'virus', 'as', 'a', 'transformant.']"
664,ND13843 is sourced from blood.,[],"['ND13843', 'is', 'sourced', 'from', 'blood.']"
665,human T-cell leukemia virus I is the transformant in the CB57/C91PL cell line.,"[Span[10:12]: ""CB57/"" → CellLine (0.8853), Span[12:13]: ""C91PL"" → CellLine (0.7572)]","['human', 'T-cell', 'leukemia', 'virus', 'I', 'is', 'the', 'transformant', 'in', 'the', 'CB57/C91PL', 'cell', 'line.']"
666,ND13843 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""ND13843"" → CellLine (0.9884)]","['ND13843', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
667,vertebrate blood is the origin of the ND13843.,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'ND13843.']"
668,The Finite cell line includes SF8428.,"[Span[5:6]: ""SF8428"" → CellLine (0.9996)]","['The', 'Finite', 'cell', 'line', 'includes', 'SF8428.']"
669,A patient of Huntington's Chorea contributed to HQ00158.,[],"['A', 'patient', 'of', ""Huntington's"", 'Chorea', 'contributed', 'to', 'HQ00158.']"
670,The HQ00158 cell line contains Human herpesvirus 4 as a transformant.,[],"['The', 'HQ00158', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', 'as', 'a', 'transformant.']"
671,GM00212 comes from a patient with Vitamin B12-responsive methylmalonic acidemia type cblA.,[],"['GM00212', 'comes', 'from', 'a', 'patient', 'with', 'Vitamin', 'B12-responsive', 'methylmalonic', 'acidemia', 'type', 'cblA.']"
672,HQ00158 comes from a patient with Huntington disease.,[],"['HQ00158', 'comes', 'from', 'a', 'patient', 'with', 'Huntington', 'disease.']"
673,HQ00158 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""HQ00158"" → CellLine (0.5871)]","['HQ00158', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
674,The donor of ARK has Multiple myeloma.,[],"['The', 'donor', 'of', 'ARK', 'has', 'Multiple', 'myeloma.']"
675,portion of blood is the origin of the HQ00158.,[],"['portion', 'of', 'blood', 'is', 'the', 'origin', 'of', 'the', 'HQ00158.']"
676,HQ00158 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""HQ00158"" → CellLine (0.5871)]","['HQ00158', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
677,RMG2 was derived from ascitic fluid.,[],"['RMG2', 'was', 'derived', 'from', 'ascitic', 'fluid.']"
678,The HQ00158 cell line contains Human herpesvirus 4 (Epstein-Barr virus) as a transformant.,[],"['The', 'HQ00158', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'as', 'a', 'transformant.']"
679,HQ00158 comes from a patient with Huntington disease.,[],"['HQ00158', 'comes', 'from', 'a', 'patient', 'with', 'Huntington', 'disease.']"
680,The Simian virus 40 transformed GM16093.,[],"['The', 'Simian', 'virus', '40', 'transformed', 'GM16093.']"
681,The Transformed cell line includes HQ00158.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'HQ00158.']"
682,HQ00158 was derived from vertebrate blood.,[],"['HQ00158', 'was', 'derived', 'from', 'vertebrate', 'blood.']"
683,The Cancer cell line includes  KOC7C.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:6]: ""KOC7C"" → CellLine (0.9998)]","['The', 'Cancer', 'cell', 'line', 'includes', '', 'KOC7C.']"
684,GM10275 is sourced from vertebrate blood.,[],"['GM10275', 'is', 'sourced', 'from', 'vertebrate', 'blood.']"
685,The GM10275 cell line contains Human herpesvirus 4 as a transformant.,[],"['The', 'GM10275', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', 'as', 'a', 'transformant.']"
686,skin of breast is the origin of the CCD-1126Sk.,[],"['skin', 'of', 'breast', 'is', 'the', 'origin', 'of', 'the', 'CCD-1126Sk.']"
687,The human gammaherpesvirus 4 transformed GM10275.,[],"['The', 'human', 'gammaherpesvirus', '4', 'transformed', 'GM10275.']"
688,GM10275 is a type of Transformed cell line.,[],"['GM10275', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
689,The Adenovirus 5 transformed  Hybrid of Kidney and B cells-11.,[],"['The', 'Adenovirus', '5', 'transformed', '', 'Hybrid', 'of', 'Kidney', 'and', 'B', 'cells-11.']"
